District Number,District Name,School Number,School Name,pct_passing,pct_free_or_reduced,pct_black
01,ALACHUA,0021,CHARLES W. DUVAL ELEM SCHOOL,36.0,0.9591194968553459,0.9032258064516128
01,ALACHUA,0031,J. J. FINLEY ELEMENTARY SCHOOL,74.0,0.5466893039049237,0.28737541528239197
01,ALACHUA,0041,STEPHEN FOSTER ELEMENTARY SCHOOL,71.0,0.6069868995633189,0.38315789473684214
01,ALACHUA,0052,A.QUINN JONES/EXCEP.STUDENT CENTER,,0.8028169014084505,0.6666666666666665
01,ALACHUA,0071,LAKE FOREST ELEMENTARY SCHOOL,19.0,0.9576547231270357,0.8492307692307692
01,ALACHUA,0082,HOSPITAL HOMEBOUND,,0.30612244897959184,0.32558139534883723
01,ALACHUA,0091,LITTLEWOOD ELEMENTARY SCHOOL,56.0,0.5939490445859873,0.30733229329173173
01,ALACHUA,0101,W. A. METCALFE ELEMENTARY SCHOOL,38.0,0.9454094292803973,0.8890942698706101
01,ALACHUA,0111,JOSEPH WILLIAMS ELEMENTARY SCHOOL,54.0,0.7424511545293073,0.721830985915493
01,ALACHUA,0161,ALACHUA ELEMENTARY SCHOOL,50.0,0.6393442622950821,0.2909604519774011
01,ALACHUA,0171,ARCHER ELEMENTARY,67.0,0.5960264900662252,0.2585170340681363
01,ALACHUA,0281,CHESTER SHELL ELEMENTARY SCHOOL,35.0,0.8564102564102564,0.3317307692307692
01,ALACHUA,0291,WALDO COMMUNITY SCHOOL,43.0,0.8544600938967136,0.27979274611398963
01,ALACHUA,0311,MYRA TERWILLIGER ELEMENTARY SCHOOL,54.0,0.8603268945022289,0.5228951255539144
01,ALACHUA,0321,IDYLWILD ELEMENTARY SCHOOL,48.0,0.8148148148148148,0.530239099859353
01,ALACHUA,0331,GLEN SPRINGS ELEMENTARY SCHOOL,65.0,0.4449152542372881,0.2257383966244725
01,ALACHUA,0341,MARJORIE KINNAN RAWLINGS ELEMENTARY,18.0,0.9870466321243522,0.9020771513353115
01,ALACHUA,0461,HIGH SPRINGS COMMUNITY SCHOOL,67.0,0.39770114942528734,0.10740740740740741
01,ALACHUA,0482,HIDDEN OAK ELEMENTARY SCHOOL,77.0,0.3013157894736842,0.17051282051282052
01,ALACHUA,0501,KIMBALL WILES ELEMENTARY SCHOOL,76.0,0.3865853658536585,0.2033293697978597
01,ALACHUA,0510,LAWTON M. CHILES ELEMENTARY SCHOOL,78.0,0.34492753623188416,0.2757660167130919
01,ALACHUA,0520,MEADOWBROOK ELEMENTARY SCHOOL,77.0,0.38276836158192096,0.18801089918256128
01,ALACHUA,0531,NEWBERRY ELEMENTARY SCHOOL,73.0,0.5483870967741935,0.1804123711340206
01,ALACHUA,0541,C. W. NORTON ELEMENTARY SCHOOL,56.0,0.5728862973760933,0.29166666666666674
01,ALACHUA,0561,WILLIAM S. TALBOT ELEM SCHOOL,76.0,0.3212209302325581,0.18832116788321168
01,ALACHUA,0950,THE ONE ROOM SCHOOL HOUSE PROJECT,78.0,0.7067307692307694,0.5084745762711864
01,ALACHUA,0951,MICANOPY AREA COOPERATIVE SCHOOL IN,82.0,0.5310344827586206,0.08333333333333331
01,ALACHUA,0953,CARING & SHARING LEARNING SCHOOL,27.0,0.9352517985611509,0.9777777777777777
01,ALACHUA,0955,EINSTEIN MONTESSORI SCHOOL,31.0,0.5185185185185186,0.2743362831858407
01,ALACHUA,0956,EXPRESSIONS LEARNING ARTS ACADEMY,92.0,0.11956521739130435,0.021505376344086023
01,ALACHUA,0957,ALACHUA LEARNING CENTER ELEMENTARY,76.0,0.5982142857142857,0.10810810810810813
01,ALACHUA,0981,HEALTHY LEARNING ACADEMY CHARTER SC,82.0,0.24444444444444446,0.05102040816326531
01,ALACHUA,7023,ALACHUA VIRTUAL INSTRUC PROG,,,0.09523809523809523
02,BAKER,0031,J FRANKLYN KELLER INTERMEDIATE SCHO,56.0,0.6368421052631579,0.12176165803108807
03,BAY,0081,HUTCHISON BEACH ELEMENTARY SCHOOL,64.0,0.7083946980854198,0.029126213592233014
03,BAY,0091,CEDAR GROVE ELEMENTARY SCHOOL,49.0,0.8884462151394422,0.35517970401691334
03,BAY,0101,CALLAWAY ELEMENTARY SCHOOL,50.0,0.8241758241758241,0.22137404580152673
03,BAY,0111,MERRIAM CHERRY STREET ELEMENTARY,53.0,0.7957244655581949,0.3399503722084367
03,BAY,0131,LUCILLE MOORE ELEMENTARY SCHOOL,38.0,0.9981515711645101,0.3213644524236984
03,BAY,0151,HILAND PARK ELEMENTARY SCHOOL,60.0,0.69079754601227,0.26785714285714285
03,BAY,0171,LYNN HAVEN ELEMENTARY SCHOOL,62.0,0.5065104166666665,0.10967741935483874
03,BAY,0191,OAKLAND TERRACE SCH FOR THE VISUAL,43.0,1.0,0.2813370473537605
03,BAY,0211,PARKER ELEMENTARY SCHOOL,54.0,0.8298217179902756,0.25079365079365074
03,BAY,0221,SOUTHPORT ELEMENTARY SCHOOL,40.0,0.6937799043062199,0.004938271604938271
03,BAY,0231,SPRINGFIELD ELEMENTARY SCHOOL,44.0,1.0,0.4847826086956522
03,BAY,0241,ST. ANDREW SCHOOL,15.0,0.8905109489051095,0.2661290322580645
03,BAY,0251,WALLER ELEMENTARY SCHOOL,52.0,0.8790322580645163,0.004201680672268908
03,BAY,0291,OSCAR PATTERSON ELEMENTARY MAGNET,32.0,1.0,0.5667574931880109
03,BAY,0461,DEER POINT ELEMENTARY SCHOOL,72.0,0.48606271777003485,0.06855439642324887
03,BAY,0471,NORTHSIDE ELEMENTARY SCHOOL,61.0,0.725574712643678,0.15561959654178678
03,BAY,0501,TYNDALL ELEMENTARY SCHOOL,70.0,0.4154411764705883,0.13924050632911394
03,BAY,0511,TOMMY SMITH ELEMENTARY SCHOOL,66.0,0.6805555555555556,0.04444444444444445
03,BAY,0521,PATRONIS ELEMENTARY SCHOOL,77.0,0.4198966408268735,0.023474178403755864
03,BAY,0541,DEANE BOZEMAN SCHOOL,61.0,0.6159728122344945,0.008665511265164644
03,BAY,0571,BREAKFAST POINT ACADEMY,55.0,0.5076923076923078,0.04676753782668501
03,BAY,0701,BAY HAVEN CHARTER ACADEMY,82.0,0.26521739130434785,0.07101449275362319
03,BAY,0751,NORTH BAY HAVEN CHARTER ACADEMY ELE,73.0,0.2995689655172414,0.08968609865470852
03,BAY,2701,RISING LEADERS ACADEMY,,0.29032258064516125,0.08823529411764708
03,BAY,2711,UNIVERSITY ACADEMY (SABL INC.),86.0,0.3390804597701149,0.0825082508250825
03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,,0.16129032258064516,0.0
04,BRADFORD,0051,STARKE ELEMENTARY SCHOOL,43.0,0.6244813278008298,0.27310924369747897
04,BRADFORD,0081,SOUTHSIDE ELEMENTARY SCHOOL,56.0,0.7306397306397306,0.313588850174216
04,BRADFORD,0131,LAWTEY ELEMENTARY SCHOOL,55.0,0.6855895196506551,0.1940928270042194
04,BRADFORD,0161,BROOKER ELEMENTARY SCHOOL,41.0,0.6171875,0.033783783783783786
04,BRADFORD,0181,HAMPTON ELEMENTARY SCHOOL,54.0,0.6815286624203821,0.06179775280898876
04,BRADFORD,0201,BRADFORD INTERVENTION CENTER,,0.7647058823529411,0.625
05,BREVARD,0051,OAK PARK ELEMENTARY SCHOOL,57.0,0.6413043478260869,0.20897284533648172
05,BREVARD,0061,APOLLO ELEMENTARY SCHOOL,63.0,0.6633291614518148,0.2457516339869281
05,BREVARD,0089,FIELDSTON PREPARATORY SCHOOL,,0.7368421052631579,0.3047619047619048
05,BREVARD,0091,COQUINA ELEMENTARY SCHOOL,52.0,0.7656529516994636,0.21340388007054675
05,BREVARD,0101,MIMS ELEMENTARY SCHOOL,59.0,0.7545909849749584,0.23883161512027487
05,BREVARD,0151,IMPERIAL ESTATES ELEMENTARY SCHOOL,71.0,0.5484375,0.16716867469879515
05,BREVARD,0181,PINEWOOD ELEMENTARY SCHOOL,75.0,0.6690140845070423,0.04524886877828054
05,BREVARD,0191,CHALLENGER 7 ELEMENTARY SCHOOL,70.0,0.562753036437247,0.07916666666666666
05,BREVARD,0201,ATLANTIS ELEMENTARY SCHOOL,61.0,0.5125448028673835,0.03559870550161812
05,BREVARD,0301,ENTERPRISE ELEMENTARY SCHOOL,54.0,0.43772241992882566,0.03710575139146568
05,BREVARD,1029,RIVERDALE COUNTRY DAY SCHOOL,,0.8508771929824561,0.22794117647058826
05,BREVARD,1041,CAMBRIDGE ELEMENTARY MAGNET SCHOOL,38.0,0.7512038523274478,0.3547880690737833
05,BREVARD,1051,ENDEAVOUR ELEMENTARY MAGNET,30.0,0.7503001200480192,0.4282178217821782
05,BREVARD,1071,GOLFVIEW ELEMENTARY MAGNET SCH,57.0,0.5358778625954198,0.43111111111111117
05,BREVARD,1091,FAIRGLEN ELEMENTARY SCHOOL,58.0,0.5789473684210528,0.04354136429608127
05,BREVARD,1131,SATURN ELEMENTARY SCHOOL,59.0,0.6508563899868248,0.3351134846461949
05,BREVARD,1141,HANS CHRISTIAN ANDERSEN ELEMENTARY,66.0,0.4541884816753927,0.11064425770308123
05,BREVARD,1151,RALPH M WILLIAMS JUNIOR ELEMENTARY,74.0,0.27255985267035,0.08905380333951761
05,BREVARD,1161,MANATEE ELEMENTARY,86.0,0.11904761904761903,0.04910179640718563
05,BREVARD,2031,MEADOWLANE INTERMEDIATE ELEMENTARY,65.0,0.4033898305084746,0.10441334768568351
05,BREVARD,2042,W. MELBOURNE ELEMENTARY SCHOOL FOR,91.0,0.17883211678832123,0.045703839122486295
05,BREVARD,2051,UNIVERSITY PARK ELEMENTARY SCHOOL,32.0,0.8526315789473685,0.34803149606299205
05,BREVARD,2061,PORT MALABAR ELEMENTARY SCHOOL,60.0,0.6837270341207349,0.1567357512953368
05,BREVARD,2081,PALM BAY ELEMENTARY SCHOOL,46.0,0.8335315101070155,0.30127462340672073
05,BREVARD,2111,LOCKMAR ELEMENTARY SCHOOL,71.0,0.5118110236220472,0.1208651399491094
05,BREVARD,2121,JOHN F. TURNER SENIOR ELEMENTARY,54.0,0.7969401947148819,0.24934036939313983
05,BREVARD,2131,COLUMBIA ELEMENTARY SCHOOL,48.0,0.7467320261437908,0.18947368421052638
05,BREVARD,2151,DISCOVERY ELEMENTARY SCHOOL,44.0,0.749656121045392,0.24823695345557126
05,BREVARD,2161,CHRISTA MCAULIFFE ELEMENTARY SCHOOL,55.0,0.7112582781456953,0.2078272604588394
05,BREVARD,2171,RIVIERA ELEMENTARY SCHOOL,43.0,0.8016877637130801,0.24929971988795518
05,BREVARD,2191,JUPITER ELEMENTARY SCHOOL,45.0,0.7685749086479903,0.2796208530805687
05,BREVARD,2212,WESTSIDE ELEMENTARY SCHOOL,68.0,0.5910224438902744,0.18205461638491546
05,BREVARD,2221,SUNRISE ELEMENTARY SCHOOL,67.0,0.5621621621621622,0.11924439197166471
05,BREVARD,3041,SHERWOOD ELEMENTARY SCHOOL,72.0,0.5298372513562386,0.07720588235294117
05,BREVARD,3061,HARBOR CITY ELEMENTARY SCHOOL,50.0,0.7399577167019028,0.19
05,BREVARD,3071,SABAL ELEMENTARY SCHOOL,54.0,0.6726094003241491,0.05821917808219178
05,BREVARD,3091,CROTON ELEMENTARY SCHOOL,62.0,0.6199095022624435,0.08269525267993874
05,BREVARD,3101,ROY ALLEN ELEMENTARY SCHOOL,58.0,0.6040268456375839,0.04975922953451043
05,BREVARD,3121,SUNTREE ELEMENTARY SCHOOL,88.0,0.15569823434991975,0.02702702702702702
05,BREVARD,3131,LONGLEAF ELEMENTARY SCHOOL,76.0,0.16993464052287582,0.04006677796327212
05,BREVARD,3151,QUEST ELEMENTARY SCHOOL,82.0,0.14861111111111108,0.045278137128072445
05,BREVARD,4031,MILA ELEMENTARY SCHOOL,76.0,0.7216699801192843,0.16161616161616163
05,BREVARD,4041,TROPICAL ELEMENTARY SCHOOL,71.0,0.3788546255506608,0.025815217391304345
05,BREVARD,4051,AUDUBON ELEMENTARY SCHOOL,72.0,0.47280966767371596,0.09597523219814243
05,BREVARD,4071,ROBERT L. STEVENSON ELEMENTARY,97.0,0.15020576131687244,0.028985507246376812
05,BREVARD,4121,LEWIS CARROLL ELEMENTARY SCHOOL,75.0,0.35725429017160687,0.012903225806451613
05,BREVARD,5012,THEODORE ROOSEVELT ELEMENTARY,59.0,0.38498789346246964,0.07547169811320754
05,BREVARD,5021,FREEDOM 7 ELEMENTARY SCHOOL INTERNA,98.0,0.07268170426065163,0.0171990171990172
05,BREVARD,5031,CAPE VIEW ELEMENTARY SCHOOL,76.0,0.6694444444444444,0.02631578947368421
05,BREVARD,6013,SPESSARD L. HOLLAND ELEMENTARY,75.0,0.21867321867321862,0.0585480093676815
05,BREVARD,6051,SEA PARK ELEMENTARY SCHOOL,63.0,0.37423312883435594,0.020408163265306124
05,BREVARD,6061,SURFSIDE ELEMENTARY SCHOOL,89.0,0.21994884910485937,0.004784688995215311
05,BREVARD,6071,OCEAN BREEZE ELEMENTARY SCHOOL,71.0,0.36414048059149723,0.01764705882352941
05,BREVARD,6081,INDIALANTIC ELEMENTARY SCHOOL,92.0,0.15796344647519586,0.006561679790026247
05,BREVARD,6101,GEMINI ELEMENTARY SCHOOL,82.0,0.17288801571709234,0.003976143141153081
05,BREVARD,6141,DR. W.J. CREEL ELEMENTARY SCHOOL,65.0,0.711111111111111,0.15329218106995884
05,BREVARD,6501,PALM BAY ACADEMY CHARTER SCHOOL,58.0,0.767578125,0.48148148148148145
05,BREVARD,6506,CAMPUS CHARTER SCHOOL,64.0,0.6277372262773723,0.14925373134328354
05,BREVARD,6507,ODYSSEY CHARTER SCHOOL,69.0,0.6470588235294117,0.2202127659574468
05,BREVARD,6508,SCULPTOR CHARTER SCHOOL,78.0,0.1958568738229755,0.016605166051660517
05,BREVARD,6509,ROYAL PALM CHARTER SCHOOL,80.0,0.5454545454545454,0.17796610169491522
05,BREVARD,6511,EDUCATIONAL HORIZONS CHARTER,77.0,0.19387755102040816,0.02
05,BREVARD,6515,IMAGINE SCHOOLS AT WEST MELBOURNE,50.0,0.9411764705882351,0.3271889400921659
05,BREVARD,6523,EMMA JEWEL CHARTER ACADEMY,19.0,0.9303482587064675,0.7625418060200669
05,BREVARD,6540,VIERA CHARTER SCHOOL,88.0,0.0,0.04420549581839905
05,BREVARD,6541,ODYESSY PREPARATORY CHARTER ACADEMY,45.0,0.7580645161290324,0.2692307692307693
05,BREVARD,7023,BREVARD VIRTUAL ESCHOOL,,0.47142857142857136,0.11111111111111109
06,BROWARD,0011,DEERFIELD BEACH ELEMENTARY SCHOOL,52.0,0.7514285714285713,0.35451977401129947
06,BROWARD,0031,OAKLAND PARK ELEMENTARY SCHOOL,43.0,0.9200652528548124,0.47804878048780486
06,BROWARD,0041,NORTH SIDE ELEMENTARY SCHOOL,23.0,0.9873417721518988,0.8774193548387099
06,BROWARD,0101,DANIA ELEMENTARY SCHOOL,64.0,0.7949709864603481,0.3440453686200378
06,BROWARD,0111,HOLLYWOOD HILLS ELEMENTARY SCHOOL,72.0,0.46837146702557214,0.12082262210796914
06,BROWARD,0121,HOLLYWOOD CENTRAL ELEM. SCHOOL,61.0,0.6839186691312384,0.19413919413919412
06,BROWARD,0131,HALLANDALE ELEMENTARY SCHOOL,51.0,0.9021739130434784,0.4084636614535418
06,BROWARD,0151,RIVERLAND ELEMENTARY SCHOOL,47.0,0.9532710280373832,0.4992050874403815
06,BROWARD,0161,WEST HOLLYWOOD ELEMENTARY SCHOOL,41.0,0.9215406562054208,0.30097087378640774
06,BROWARD,0191,WILTON MANORS ELEMENTARY SCHOOL,60.0,0.7893890675241156,0.49117174959871596
06,BROWARD,0201,BENNETT ELEMENTARY SCHOOL,53.0,0.8470588235294118,0.5710955710955712
06,BROWARD,0221,CROISSANT PARK ELEMENTARY SCHOOL,49.0,0.8539473684210526,0.288021534320323
06,BROWARD,0231,COLBERT ELEMENTARY SCHOOL,41.0,0.9112903225806451,0.6909361069836553
06,BROWARD,0271,DILLARD ELEMENTARY SCHOOL,39.0,0.9874371859296484,0.966871165644172
06,BROWARD,0321,WALKER ELEMENTARY SCHOOL (MAGNET),45.0,0.9852216748768473,0.9547445255474452
06,BROWARD,0331,COLLINS ELEMENTARY SCHOOL,58.0,0.9422382671480145,0.7563291139240507
06,BROWARD,0341,BETHUNE MARY M ELEMENTARY SCHOOL,52.0,0.9647577092511013,0.7681365576102419
06,BROWARD,0391,DEERFIELD PARK ELEMENTARY SCHOOL,45.0,0.950171821305842,0.9006849315068493
06,BROWARD,0405,LANIER-JAMES EDUCATION CENTER,,0.8028169014084505,0.630952380952381
06,BROWARD,0461,OAKRIDGE ELEMENTARY SCHOOL,39.0,0.8752025931928687,0.395264116575592
06,BROWARD,0491,HARBORDALE ELEMENTARY SCHOOL,66.0,0.451685393258427,0.14285714285714285
06,BROWARD,0501,BROWARD ESTATES ELEMENTARY SCHOOL,33.0,0.9565217391304348,0.9681093394077448
06,BROWARD,0511,WATKINS ELEMENTARY SCHOOL,35.0,0.943835616438356,0.773371104815864
06,BROWARD,0521,NORTH ANDREWS GARDENS ELEM.,50.0,0.7726723095525998,0.18906605922551253
06,BROWARD,0531,MIRAMAR ELEMENTARY SCHOOL,59.0,0.872162485065711,0.6345919610231425
06,BROWARD,0561,NORCREST ELEMENTARY SCHOOL,53.0,0.6695226438188493,0.2984356197352588
06,BROWARD,0571,TEDDER ELEMENTARY SCHOOL,33.0,0.9809004092769442,0.6953846153846154
06,BROWARD,0621,LARKDALE ELEMENTARY SCHOOL,17.0,0.9883990719257539,0.96875
06,BROWARD,0631,WESTWOOD HEIGHTS ELEMENTARY SCHOOL,27.0,0.9732441471571908,0.9230769230769229
06,BROWARD,0641,BAYVIEW ELEMENTARY SCHOOL,89.0,0.1915584415584416,0.030595813204508864
06,BROWARD,0653,PINE RIDGE ALTERNATIVE CENTER,,0.9302325581395346,0.826086956521739
06,BROWARD,0691,STIRLING ELEMENTARY SCHOOL,57.0,0.7226502311248075,0.2208
06,BROWARD,0701,PARKWAY MIDDLE SCHOOL,100.0,0.857587064676617,0.8628678772698808
06,BROWARD,0711,ORANGE BROOK ELEMENTARY SCHOOL,51.0,0.884297520661157,0.5181208053691274
06,BROWARD,0721,DRIFTWOOD ELEMENTARY SCHOOL,55.0,0.7910958904109591,0.1559792027729636
06,BROWARD,0731,TROPICAL ELEMENTARY SCHOOL,69.0,0.4637385086823289,0.1676706827309237
06,BROWARD,0751,POMPANO BEACH ELEMENTARY SCHOOL,29.0,0.9031007751937985,0.6447876447876449
06,BROWARD,0761,MEADOWBROOK ELEMENTARY SCHOOL,42.0,0.941747572815534,0.19576719576719576
06,BROWARD,0811,BROADVIEW ELEMENTARY SCHOOL,48.0,0.8931665062560153,0.45745745745745753
06,BROWARD,0831,LAKE FOREST ELEMENTARY SCHOOL,30.0,0.9358669833729216,0.6359163591635917
06,BROWARD,0841,MCNAB ELEMENTARY SCHOOL,74.0,0.46656976744186046,0.13253012048192772
06,BROWARD,0851,FLORANADA ELEMENTARY SCHOOL,71.0,0.5274431057563588,0.09933774834437087
06,BROWARD,0891,SANDERS PARK ELEMENTARY SCHOOL,26.0,0.9661319073083781,0.913793103448276
06,BROWARD,0901,CRESTHAVEN ELEMENTARY SCHOOL,46.0,0.8932330827067669,0.4289772727272727
06,BROWARD,0921,STEPHEN FOSTER ELEMENTARY SCHOOL,40.0,0.8038922155688624,0.25981873111782483
06,BROWARD,0931,PETERS ELEMENTARY SCHOOL,61.0,0.6690442225392297,0.453257790368272
06,BROWARD,0941,PLANTATION ELEMENTARY SCHOOL,26.0,0.92573402417962,0.8854337152209493
06,BROWARD,0971,BOULEVARD HEIGHTS ELEMENTARY,50.0,0.7808398950131233,0.20628415300546446
06,BROWARD,1091,LLOYD ESTATES ELEMENTARY SCHOOL,36.0,0.9528455284552843,0.43213728549141966
06,BROWARD,1131,PALMVIEW ELEMENTARY SCHOOL,45.0,0.9648854961832061,0.7516129032258064
06,BROWARD,1161,MARGATE ELEMENTARY SCHOOL,50.0,0.7021052631578948,0.3231707317073171
06,BROWARD,1171,SUNSHINE ELEMENTARY SCHOOL,56.0,0.8629737609329444,0.7161500815660685
06,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,17.0,0.992792792792793,0.9422066549912436
06,BROWARD,1211,COOPER CITY ELEMENTARY SCHOOL,70.0,0.3835946924004825,0.0807799442896936
06,BROWARD,1221,PEMBROKE PINES ELEMENTARY SCHOOL,57.0,0.7785234899328859,0.37813620071684595
06,BROWARD,1251,PLANTATION PARK ELEMENTARY,71.0,0.5217391304347826,0.3066914498141264
06,BROWARD,1271,NOVA DWIGHT D. EISENHOWER ELEM,71.0,0.6157965194109771,0.5226063829787234
06,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,73.0,0.5815789473684211,0.4603381014304291
06,BROWARD,1321,SHERIDAN PARK ELEMENTARY SCHOOL,51.0,0.7543604651162791,0.19788519637462232
06,BROWARD,1381,LAUDERHILL PAUL TURNER ELEM.,45.0,0.9623733719247468,0.9492656875834445
06,BROWARD,1421,COCONUT CREEK ELEMENTARY SCHL,59.0,0.6151898734177215,0.35246995994659547
06,BROWARD,1461,CASTLE HILL ELEMENTARY SCHOOL,32.0,0.9580093312597201,0.9635761589403973
06,BROWARD,1611,MARTIN LUTHER KING ELEMENTARY,40.0,0.9857723577235771,0.9551569506726456
06,BROWARD,1621,VILLAGE ELEMENTARY SCHOOL,50.0,0.9394313967861556,0.8771929824561403
06,BROWARD,1631,ANNABEL C. PERRY ELEMENTARY,47.0,0.911170928667564,0.825
06,BROWARD,1641,FAIRWAY ELEMENTARY SCHOOL,42.0,0.8899456521739133,0.8298969072164951
06,BROWARD,1671,C. ROBERT MARKHAM ELEMENTARY,35.0,0.9786184210526315,0.6728187919463086
06,BROWARD,1752,WHISPERING PINES SCHOOL,,0.6053811659192825,0.34403669724770647
06,BROWARD,1761,HOLLYWOOD PARK ELEMENTARY SCHOOL,41.0,0.8733459357277883,0.2685714285714285
06,BROWARD,1781,CYPRESS ELEMENTARY SCHOOL,30.0,0.927536231884058,0.4315443592552026
06,BROWARD,1811,SHERIDAN HILLS ELEMENTARY SCHOOL,53.0,0.7231012658227847,0.1590909090909091
06,BROWARD,1831,ORIOLE ELEMENTARY SCHOOL,42.0,0.968229954614221,0.9229559748427671
06,BROWARD,1841,MIRROR LAKE ELEMENTARY SCHOOL,62.0,0.7191919191919192,0.5368043087971275
06,BROWARD,1851,ROYAL PALM ELEMENTARY SCHOOL,34.0,0.9671916010498688,0.9215938303341902
06,BROWARD,1951,PARK RIDGE ELEMENTARY SCHOOL,28.0,0.9695817490494295,0.7980769230769229
06,BROWARD,1971,JAMES S. HUNT ELEMENTARY SCHOOL,57.0,0.8503649635036497,0.4987341772151899
06,BROWARD,2001,BANYAN ELEMENTARY SCHOOL,54.0,0.811217510259918,0.628133704735376
06,BROWARD,2011,CORAL COVE ELEMENTARY SCHOOL,89.0,0.5076560659599529,0.29561200923787534
06,BROWARD,2041,BEACHSIDE MONTESSORI VILLAGE,88.0,0.29701686121919585,0.08031088082901555
06,BROWARD,2071,PASADENA LAKES ELEMENTARY SCHOOL,61.0,0.6973244147157189,0.24647887323943662
06,BROWARD,2123,CYPRESS RUN ALTERNATIVE/ESE,,0.8902439024390246,0.8404255319148937
06,BROWARD,2231,NORTH LAUDERDALE ELEMENTARY,33.0,0.9614093959731546,0.8009118541033433
06,BROWARD,2511,ATLANTIC WEST ELEMENTARY SCHOOL,44.0,0.8202080237741456,0.5382308845577212
06,BROWARD,2531,HORIZON ELEMENTARY SCHOOL,68.0,0.7191011235955057,0.4910394265232975
06,BROWARD,2541,FLAMINGO ELEMENTARY SCHOOL,70.0,0.5818713450292398,0.049924357034795766
06,BROWARD,2551,CORAL SPRINGS ELEMENTARY SCHOOL,38.0,0.8520900321543408,0.5662251655629139
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,59.0,0.7502824858757063,0.3881656804733728
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,57.0,0.7756849315068495,0.34280936454849487
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,83.0,0.3360655737704918,0.1411100658513641
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHOOL,75.0,0.5262206148282097,0.17184643510054848
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,67.0,0.5682539682539682,0.3162118780096308
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,71.0,0.44080000000000014,0.20695364238410602
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,33.0,0.9534412955465585,0.7526205450733751
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,55.0,0.61090458488228,0.2884371029224905
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,66.0,0.5560344827586207,0.2597765363128491
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,61.0,0.8071808510638298,0.16337285902503293
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,38.0,0.8194888178913738,0.7084639498432602
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,64.0,0.363481228668942,0.06115107913669065
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,49.0,0.716236722306525,0.3706422018348624
06,BROWARD,2871,SEA CASTLE ELEMENTARY SCHOOL,49.0,0.8106060606060607,0.7191539365452408
06,BROWARD,2881,WELLEBY ELEMENTARY SCHOOL,60.0,0.6473684210526315,0.37804878048780494
06,BROWARD,2891,RIVERGLADES ELEMENTARY SCHOOL,81.0,0.16589861751152074,0.07704160246533127
06,BROWARD,2942,EVERGLADES ELEMENTARY SCHOOL,83.0,0.15544041450777205,0.03795066413662238
06,BROWARD,2961,CHAPEL TRAIL ELEMENTARY SCHOOL,82.0,0.4346103038309114,0.12397820163487737
06,BROWARD,2981,COUNTRY ISLES ELEMENTARY SCHOOL,69.0,0.2812182741116751,0.07199999999999998
06,BROWARD,3031,RIVERSIDE ELEMENTARY SCHOOL,77.0,0.3902097902097902,0.15696887686062247
06,BROWARD,3041,CORAL PARK ELEMENTARY SCHOOL,64.0,0.48253968253968244,0.20030581039755352
06,BROWARD,3061,SANDPIPER ELEMENTARY SCHOOL,54.0,0.670846394984326,0.39833333333333326
06,BROWARD,3081,SILVER RIDGE ELEMENTARY SCHOOL,79.0,0.32570239334027057,0.08908045977011496
06,BROWARD,3091,WINSTON PARK ELEMENTARY SCHOOL,71.0,0.5115483319076134,0.19371282922684788
06,BROWARD,3111,COUNTRY HILLS ELEMENTARY SCHOOL,75.0,0.36032863849765256,0.15402298850574714
06,BROWARD,3121,QUIET WATERS ELEMENTARY SCHOOL,62.0,0.6317241379310345,0.19899785254115962
06,BROWARD,3131,HAWKES BLUFF ELEMENTARY SCHOOL,82.0,0.27884615384615397,0.05889570552147238
06,BROWARD,3171,PARK SPRINGS ELEMENTARY SCHOOL,68.0,0.3652173913043478,0.2178533475026568
06,BROWARD,3181,INDIAN TRACE ELEMENTARY SCHOOL,87.0,0.25207756232686984,0.023676880222841222
06,BROWARD,3191,EMBASSY CREEK ELEMENTARY SCHOOL,89.0,0.20100502512562815,0.05109489051094892
06,BROWARD,3221,CHARLES DREW ELEMENTARY SCHOOL,38.0,0.9619482496194824,0.6699834162520729
06,BROWARD,3222,CROSS CREEK SCHOOL,,0.8176100628930818,0.5133333333333333
06,BROWARD,3291,THURGOOD MARSHALL ELEM. SCHOOL,30.0,0.978515625,0.9102296450939457
06,BROWARD,3311,PALM COVE ELEMENTARY SCHOOL,59.0,0.7095588235294117,0.5147058823529411
06,BROWARD,3321,VIRGINIA SHUMAN YOUNG ELEM,83.0,0.2790697674418605,0.2383561643835616
